d       s       a       m_i     
877     13      2607    1 1 5 13 23 17 11 189 111 245 739 2005 5901 
878     13      2612    1 1 5 1 25 45 33 197 361 623 453 2577 7831 
879     13      2619    1 1 7 1 21 49 69 59 143 139 1781 1493 2377 
880     13      2621    1 3 1 13 31 29 5 49 121 803 401 817 5777 
881     13      2627    1 3 3 3 9 57 59 121 191 65 453 3929 4911 
882     13      2633    1 1 7 15 15 33 97 129 511 87 1079 3769 2515 
883     13      2636    1 1 7 5 25 23 33 3 63 341 1321 1781 5325 
884     13      2642    1 3 7 3 25 29 17 3 363 251 1047 2647 1773 
885     13      2654    1 1 1 7 31 37 25 53 371 31 1979 1075 6207 
886     13      2660    1 1 3 11 29 7 43 57 107 367 1467 1359 2231 
887     13      2669    1 1 5 5 3 39 47 171 409 663 67 1505 7513 
888     13      2675    1 3 1 7 21 33 91 147 161 977 837 1649 6547 
889     13      2684    1 3 1 3 17 9 99 187 245 131 101 1847 4379 
890     13      2694    1 1 5 11 29 7 73 15 325 265 1107 3085 325 
891     13      2703    1 3 7 13 15 5 89 107 69 897 1169 141 4973 
892     13      2706    1 1 5 5 11 5 69 155 433 457 1245 3023 2539 
893     13      2712    1 1 5 5 29 37 63 211 289 385 947 2981 4717 
894     13      2715    1 3 3 11 23 11 63 225 95 885 687 3617 2457 
895     13      2722    1 1 3 15 27 55 33 153 289 843 1763 3951 6311 
896     13      2727    1 3 1 11 23 37 65 203 495 59 449 2139 5613 
897     13      2734    1 3 7 7 23 17 117 207 109 601 107 379 3049 
898     13      2742    1 3 5 9 7 5 21 253 447 591 709 637 5509 
899     13      2745    1 3 7 9 31 25 27 113 85 451 861 2007 669 
900     13      2751    1 3 1 11 25 49 127 155 149 585 1827 3561 6075 
901     13      2766    1 1 1 7 13 9 77 175 493 395 1681 155 787 
902     13      2768    1 1 7 9 7 15 49 237 79 135 91 1867 4623 
903     13      2780    1 3 1 15 7 53 89 71 199 571 1017 2631 6191 
904     13      2790    1 3 5 11 1 53 91 55 297 215 501 3461 2931 
905     13      2794    1 3 1 1 27 11 27 179 457 873 275 3745 5727 
906     13      2796    1 1 5 3 15 39 111 61 339 839 1553 4059 4341 
907     13      2801    1 1 3 1 15 1 31 99 333 933 219 1383 2083 
908     13      2804    1 3 1 7 25 13 65 195 33 885 973 2449 3693 
909     13      2807    1 1 1 1 25 25 5 25 243 363 615 65 5199 
910     13      2816    1 3 7 15 7 17 99 179 251 413 1843 1491 7915 
911     13      2821    1 1 7 9 1 53 119 227 179 623 1817 2891 5455 
912     13      2831    1 3 7 1 19 61 43 219 143 985 43 3185 6293 
913     13      2834    1 1 7 11 19 53 21 21 301 313 159 173 6889 
914     13      2839    1 3 5 3 19 39 27 25 267 673 1331 2893 81 
915     13      2845    1 3 5 1 29 11 101 107 123 233 727 3055 2043 
916     13      2852    1 3 5 7 29 7 67 27 491 905 1061 1233 4497 
917     13      2856    1 1 1 7 17 15 79 165 347 143 2039 1177 1769 
918     13      2861    1 1 7 13 23 1 81 41 377 847 93 1575 1119 
919     13      2873    1 1 7 13 5 47 123 135 501 623 653 3245 3649 
920     13      2874    1 1 3 5 25 19 23 253 291 791 1773 1731 2509 
921     13      2888    1 1 3 3 1 5 73 81 11 333 1893 1601 1069 
922     13      2893    1 3 1 7 23 39 69 157 201 363 1123 63 4095 
923     13      2894    1 3 5 9 9 49 25 125 157 475 1661 2459 5479 
924     13      2902    1 3 1 9 17 19 95 159 101 899 509 2723 4527 
925     13      2917    1 3 7 5 3 53 107 213 441 285 153 1773 3061 
926     13      2921    1 1 3 1 13 31 61 253 255 599 1167 3119 1279 
927     13      2922    1 1 3 9 23 49 93 121 189 825 281 25 5175 
928     13      2929    1 1 7 11 15 47 93 105 223 819 1383 1723 4757 
929     13      2935    1 3 1 13 1 63 59 155 123 1007 1105 721 7907 
930     13      2946    1 1 1 1 23 13 11 123 315 617 1135 2859 6973 
931     13      2951    1 1 7 13 23 61 25 237 75 539 767 895 2029 
932     13      2957    1 1 5 3 29 9 123 7 411 627 1389 2157 3527 
933     13      2960    1 1 3 9 7 13 59 97 219 557 1639 2767 447 
934     13      2966    1 1 3 15 21 51 61 107 439 835 1251 2343 5335 
935     13      2972    1 1 1 15 29 47 1 63 503 451 1397 2881 1689 
936     13      2976    1 3 7 13 21 15 95 195 361 633 1645 725 6313 
937     13      2979    1 3 1 9 7 25 113 249 167 937 1463 969 6075 
938     13      2985    1 3 3 15 21 37 73 63 257 117 829 2035 2487 
939     13      3000    1 1 1 3 31 33 19 75 47 975 933 1785 1111 
940     13      3003    1 1 5 13 13 45 13 165 431 209 1053 3717 7917 
941     13      3013    1 1 5 3 11 19 83 225 461 989 439 3173 7373 
942     13      3018    1 1 7 5 31 35 33 21 263 77 63 2583 3875 
943     13      3020    1 3 5 11 29 57 117 241 323 253 209 3201 6621 
944     13      3025    1 1 3 15 9 13 79 161 491 853 721 3797 875 
945     13      3042    1 3 1 5 17 57 77 31 21 409 1393 1429 523 
946     13      3047    1 3 7 9 3 47 33 159 373 473 1927 3311 6761 
947     13      3048    1 1 5 7 29 11 125 161 41 117 1207 1507 6851 
948     13      3051    1 1 3 11 15 15 1 67 235 83 999 2945 6429 
949     13      3054    1 3 5 9 25 15 51 219 23 1019 43 2757 267 
950     13      3056    1 1 1 5 15 5 121 51 343 149 2039 3767 5153 
951     13      3065    1 3 5 11 7 47 59 27 467 121 1813 2007 4725 
952     13      3073    1 3 5 7 19 19 123 129 121 269 1377 1411 7935 
953     13      3074    1 3 5 13 27 57 53 117 229 765 425 3117 3081 
954     13      3083    1 3 7 5 5 5 33 43 159 707 1309 1441 3703 
955     13      3086    1 1 1 7 11 21 19 209 261 453 1535 2167 5427 
956     13      3091    1 3 7 5 25 25 11 197 115 673 1503 3469 2409 
957     13      3097    1 3 1 9 9 13 107 49 397 749 817 3379 3967 
958     13      3109    1 3 3 5 19 41 51 225 413 537 687 1129 1263 
959     13      3116    1 1 7 11 19 39 83 129 469 105 1993 1303 2983 
960     13      3124    1 3 1 1 1 55 5 3 179 771 979 1323 8105 
961     13      3128    1 3 5 7 21 31 47 81 251 177 219 3353 25 
962     13      3153    1 3 3 3 19 51 55 229 303 311 725 2065 4653 
963     13      3160    1 1 7 9 3 19 105 247 75 551 93 2727 6605 
964     13      3165    1 3 3 7 1 47 19 159 363 627 979 3689 1729 
965     13      3172    1 1 5 9 27 63 47 41 107 123 901 861 5449 
966     13      3175    1 3 7 3 3 19 27 175 23 389 1831 1089 1085 
967     13      3184    1 3 3 5 5 11 55 103 147 89 511 4003 2471 
968     13      3193    1 1 5 7 7 3 73 165 217 331 819 3391 5083 
969     13      3196    1 1 1 1 25 21 83 21 67 833 473 1349 1419 
970     13      3200    1 3 5 1 21 49 107 39 67 967 999 3667 6845 
971     13      3203    1 3 5 13 21 49 99 103 173 487 1379 3279 8017 
972     13      3205    1 3 5 15 19 23 75 29 363 141 1083 1625 8123 
973     13      3209    1 1 3 11 21 35 53 255 201 95 1393 2305 2499 
974     13      3224    1 3 5 9 21 13 93 221 75 883 169 2005 5741 
975     13      3239    1 1 7 5 19 55 107 47 471 847 71 767 7503 
976     13      3251    1 1 7 5 3 47 61 117 121 671 1937 2977 3393 
977     13      3254    1 3 1 9 31 61 23 243 113 231 569 881 6567 
978     13      3265    1 3 5 1 15 25 5 155 253 887 963 2815 263 
979     13      3266    1 1 5 1 17 3 27 137 461 343 1899 1085 5691 
980     13      3275    1 3 7 13 29 63 107 227 21 175 1335 1595 3671 
981     13      3280    1 3 3 7 23 27 49 129 43 501 1215 3475 6001 
982     13      3283    1 3 3 7 1 47 107 251 441 867 311 1213 6193 
983     13      3286    1 3 1 3 7 29 49 49 317 607 197 139 2843 
984     13      3301    1 1 1 11 31 23 113 131 337 551 1151 1993 421 
985     13      3302    1 3 1 5 29 15 37 69 135 659 1761 327 6207 
986     13      3305    1 3 5 11 31 55 91 55 467 107 593 1073 3119 
987     13      3319    1 3 1 9 19 13 71 241 205 493 303 1151 6919 
988     13      3323    1 3 5 5 21 3 113 233 319 75 1001 415 2059 
989     13      3326    1 1 5 3 25 13 33 7 483 245 893 3211 827 
990     13      3331    1 1 1 1 5 61 69 37 329 967 1701 3913 1141 
991     13      3348    1 3 5 1 17 61 105 221 505 257 1727 1767 3999 
992     13      3351    1 3 1 1 15 59 77 39 193 1009 1901 751 5085 
993     13      3358    1 1 5 9 29 61 101 133 417 833 919 3201 3741 
994     13      3368    1 1 1 11 17 11 55 195 319 847 1207 2969 7531 
995     13      3374    1 1 1 9 29 61 1 207 395 203 55 2995 1707 
996     13      3376    1 1 7 7 5 5 93 47 187 999 791 671 3221 
997     13      3379    1 1 3 3 21 57 23 191 455 431 1901 3633 7507 
998     13      3385    1 1 5 13 27 57 49 93 429 983 1781 2535 7529 
999     13      3386    1 3 5 7 9 43 47 69 87 439 1519 1707 7223 
1000    13      3396    1 1 3 7 5 25 69 87 429 591 1117 3647 5897 
1001    13      3420    1 3 3 1 19 35 109 217 79 515 1269 525 6687 
1002    13      3423    1 1 3 1 19 55 87 247 123 99 1337 473 6017 
1003    13      3430    1 1 1 1 27 11 101 165 135 533 281 3651 83 
1004    13      3433    1 1 7 9 19 57 1 167 397 819 449 2331 1477 
1005    13      3434    1 1 3 9 27 59 45 227 119 103 1005 3881 1235 
1006    13      3439    1 3 3 7 1 5 3 193 133 805 843 753 2753 
1007    13      3442    1 1 3 3 27 51 99 61 499 183 197 2919 4519 
1008    13      3444    1 1 7 11 23 27 53 185 253 921 811 1523 4461 
1009    13      3453    1 3 3 9 27 43 39 61 469 737 1447 997 7635 
1010    13      3464    1 3 5 11 17 59 9 127 51 559 1163 1617 841 
1011    13      3477    1 3 7 9 23 59 55 91 335 97 1773 2517 7227 
1012    13      3478    1 1 7 5 29 9 43 151 485 551 359 27 5709 
1013    13      3482    1 3 3 9 3 7 53 125 481 665 1249 1153 5709 
1014    13      3487    1 3 7 15 21 27 107 215 389 339 1819 1399 2721 
1015    13      3497    1 1 5 9 1 37 61 97 243 587 379 657 1967 
1016    13      3500    1 3 3 11 29 51 21 43 5 913 205 1931 3525 
1017    13      3505    1 3 1 13 23 31 105 15 333 857 985 3889 3869 
1018    13      3506    1 1 5 11 17 1 103 153 485 873 329 3327 1353 
1019    13      3511    1 1 5 11 29 47 121 117 109 669 353 3425 6705 
1020    13      3512    1 1 7 11 17 13 83 207 81 71 1797 311 7417 
1021    13      3515    1 3 5 9 11 39 121 25 79 561 573 3595 5595 
1022    13      3525    1 3 3 11 15 25 117 67 461 317 1541 2759 3983 
1023    13      3532    1 3 1 13 5 61 91 213 359 93 1849 579 7273 
1024    13      3538    1 3 7 3 1 7 105 93 93 415 179 4043 15 
