d       s       a       m_i     
877     13      2607    1 1 1 5 9 59 81 195 289 705 183 1 3703 
878     13      2612    1 3 3 9 31 1 71 155 307 467 1699 269 6077 
879     13      2619    1 3 1 11 31 21 59 225 385 623 117 1435 3195 
880     13      2621    1 1 7 9 3 43 97 15 145 279 1785 545 3977 
881     13      2627    1 1 5 9 25 27 113 193 31 255 691 3315 7005 
882     13      2633    1 3 7 5 9 19 69 87 379 931 1567 1391 4765 
883     13      2636    1 1 1 15 15 23 127 69 113 801 1923 2847 1073 
884     13      2642    1 1 1 1 21 51 65 133 465 739 2029 2243 4023 
885     13      2654    1 1 5 11 9 41 71 217 317 855 275 1965 3151 
886     13      2660    1 1 7 5 19 3 81 127 423 415 565 1941 5079 
887     13      2669    1 1 3 1 19 19 117 169 353 159 1235 845 2381 
888     13      2675    1 3 1 15 21 27 77 5 113 201 311 2263 7855 
889     13      2684    1 3 5 9 5 21 41 119 447 983 1703 2707 2789 
890     13      2694    1 1 5 3 5 19 9 131 269 999 1259 3843 7753 
891     13      2703    1 3 7 11 25 27 91 187 177 921 163 1141 4903 
892     13      2706    1 3 1 7 15 21 67 155 335 149 2011 2483 7015 
893     13      2712    1 1 1 7 3 53 29 119 21 933 595 3141 7925 
894     13      2715    1 1 1 9 21 33 55 87 451 297 1615 697 2299 
895     13      2722    1 3 1 9 9 5 3 113 197 137 1105 1949 4651 
896     13      2727    1 1 7 3 7 27 109 99 121 463 621 887 5847 
897     13      2734    1 3 7 7 31 61 21 69 443 81 151 3601 699 
898     13      2742    1 1 7 11 7 63 97 241 87 961 1279 1715 3183 
899     13      2745    1 1 3 5 7 41 5 123 189 283 1775 49 6107 
900     13      2751    1 1 7 15 7 19 71 117 195 67 1583 3371 777 
901     13      2766    1 1 1 15 19 43 81 103 173 209 447 1735 5023 
902     13      2768    1 1 5 15 15 9 99 185 451 605 1429 1257 6825 
903     13      2780    1 3 1 11 11 21 79 13 23 607 1601 3603 147 
904     13      2790    1 1 3 1 27 51 83 191 59 281 1853 1441 5359 
905     13      2794    1 1 1 11 31 17 117 239 385 465 1787 2645 6047 
906     13      2796    1 1 7 5 17 59 111 143 419 163 763 2327 1741 
907     13      2801    1 1 1 3 3 43 3 203 1 373 1829 3493 2347 
908     13      2804    1 3 7 13 21 17 89 147 51 665 397 2475 3393 
909     13      2807    1 3 7 15 19 33 1 211 155 355 1137 1633 5025 
910     13      2816    1 3 3 9 7 63 127 59 205 645 2047 1187 2711 
911     13      2821    1 3 3 5 7 59 125 35 285 811 1489 3269 2737 
912     13      2831    1 1 7 3 15 39 75 229 213 23 1825 2269 6739 
913     13      2834    1 1 3 7 1 5 73 173 305 681 1225 2475 6981 
914     13      2839    1 1 5 3 21 3 27 241 475 543 1065 2731 1739 
915     13      2845    1 3 7 13 19 35 57 19 307 113 451 1897 2135 
916     13      2852    1 1 3 11 31 13 63 15 477 389 829 2167 3317 
917     13      2856    1 1 7 11 9 39 1 41 99 295 1009 1411 3423 
918     13      2861    1 1 5 9 15 17 93 171 361 51 455 2413 7295 
919     13      2873    1 1 5 13 7 27 127 153 163 635 1065 2243 3813 
920     13      2874    1 1 7 9 15 45 7 241 365 447 1435 3473 715 
921     13      2888    1 1 5 9 9 11 21 21 255 717 1579 217 6921 
922     13      2893    1 1 5 15 25 21 31 47 455 631 971 3105 2219 
923     13      2894    1 3 1 7 9 1 75 85 351 555 1379 1361 6163 
924     13      2902    1 3 5 7 9 63 19 99 335 173 1385 3011 5787 
925     13      2917    1 3 5 1 23 35 79 163 97 213 1281 1739 477 
926     13      2921    1 1 5 5 9 13 41 167 349 959 925 1383 883 
927     13      2922    1 3 7 7 17 23 69 241 447 31 767 2981 253 
928     13      2929    1 3 7 15 31 15 3 107 225 207 429 959 2627 
929     13      2935    1 3 3 11 29 25 109 41 261 585 1049 3013 4361 
930     13      2946    1 1 7 11 29 63 117 147 149 427 1371 2171 7797 
931     13      2951    1 3 5 3 13 33 103 33 227 785 1277 27 6713 
932     13      2957    1 3 1 3 19 3 121 123 313 283 1231 3331 7271 
933     13      2960    1 1 7 3 21 57 53 9 275 661 1665 1557 3813 
934     13      2966    1 3 5 1 19 63 69 149 373 667 975 3483 7605 
935     13      2972    1 3 5 3 3 53 37 247 293 491 657 3123 1165 
936     13      2976    1 1 1 13 27 41 23 185 405 215 455 433 7775 
937     13      2979    1 1 3 13 23 61 63 61 195 83 33 1903 269 
938     13      2985    1 1 3 7 5 7 1 161 295 539 1371 3911 4095 
939     13      3000    1 1 7 9 7 7 63 115 323 95 1965 137 7147 
940     13      3003    1 3 7 11 19 55 107 71 169 937 939 113 6187 
941     13      3013    1 1 3 7 13 17 55 5 167 337 2043 1485 5069 
942     13      3018    1 1 7 9 21 3 107 125 253 363 49 469 2873 
943     13      3020    1 1 7 9 9 31 91 65 315 973 653 1023 6479 
944     13      3025    1 3 5 11 1 5 19 109 143 335 1035 3893 4573 
945     13      3042    1 3 3 13 27 53 37 177 407 315 1943 3111 1385 
946     13      3047    1 3 5 15 27 47 57 105 131 31 551 3733 5157 
947     13      3048    1 3 5 9 15 31 41 11 93 895 587 421 885 
948     13      3051    1 3 7 1 5 35 107 189 287 457 645 519 7459 
949     13      3054    1 1 7 5 23 7 79 45 73 711 575 3571 1453 
950     13      3056    1 1 3 9 9 7 89 197 215 111 1099 3915 3709 
951     13      3065    1 3 1 7 25 1 83 55 449 227 1563 1103 4129 
952     13      3073    1 1 1 9 23 25 103 183 379 541 673 2711 7409 
953     13      3074    1 3 1 11 27 21 83 61 65 867 1755 3815 7235 
954     13      3083    1 1 3 15 15 55 13 185 145 955 785 189 6653 
955     13      3086    1 3 5 15 5 19 83 157 429 57 1293 1551 581 
956     13      3091    1 3 3 11 25 19 117 73 503 1015 203 2689 6697 
957     13      3097    1 1 7 1 27 31 111 193 403 267 233 3031 5451 
958     13      3109    1 3 7 5 9 7 73 221 27 483 185 1805 1813 
959     13      3116    1 3 3 5 19 27 103 197 245 191 301 531 3677 
960     13      3124    1 1 5 1 9 49 5 55 81 907 313 3379 2573 
961     13      3128    1 3 5 3 13 11 75 145 143 991 201 3769 5041 
962     13      3153    1 3 1 5 15 45 89 17 209 91 1635 3025 3885 
963     13      3160    1 3 3 5 15 37 79 163 455 477 69 3617 1263 
964     13      3165    1 1 3 11 15 47 77 73 199 493 207 2109 4991 
965     13      3172    1 1 5 15 29 23 35 177 483 151 1497 631 1647 
966     13      3175    1 3 7 5 29 45 127 199 491 965 371 3549 2757 
967     13      3184    1 1 7 5 21 11 27 217 407 493 1979 359 6187 
968     13      3193    1 3 5 7 31 61 113 197 109 781 1859 991 3617 
969     13      3196    1 3 1 5 17 43 75 169 413 257 1751 4047 1951 
970     13      3200    1 3 1 13 17 49 95 223 439 587 427 89 7723 
971     13      3203    1 3 5 1 7 53 1 79 111 721 169 4087 5255 
972     13      3205    1 1 7 15 31 7 111 163 491 559 259 3057 5669 
973     13      3209    1 3 3 9 25 41 45 101 145 769 1313 3101 405 
974     13      3224    1 3 3 11 3 39 67 201 171 79 1727 2331 8161 
975     13      3239    1 3 5 5 31 29 13 111 449 579 1133 1321 2447 
976     13      3251    1 3 3 15 21 39 57 203 39 733 1773 2867 6751 
977     13      3254    1 3 5 3 19 33 73 219 159 901 919 1445 1387 
978     13      3265    1 3 1 7 9 33 113 221 315 503 1795 577 1605 
979     13      3266    1 1 7 11 31 47 51 53 159 731 1101 1895 2061 
980     13      3275    1 3 5 7 29 11 107 39 89 357 13 805 5527 
981     13      3280    1 3 1 9 13 15 59 95 467 875 217 3345 1579 
982     13      3283    1 3 1 15 29 33 11 121 243 429 1017 1511 6289 
983     13      3286    1 3 7 1 27 41 125 121 265 695 155 3933 661 
984     13      3301    1 1 3 7 5 3 95 213 385 183 1693 2685 5647 
985     13      3302    1 1 5 5 23 29 21 193 327 965 49 2157 1539 
986     13      3305    1 3 1 7 15 15 103 191 249 347 283 2459 5957 
987     13      3319    1 1 7 5 21 43 29 205 125 63 1645 3357 3333 
988     13      3323    1 3 1 5 11 21 109 213 123 587 2047 343 6669 
989     13      3326    1 1 5 5 25 63 75 237 421 883 801 2403 4723 
990     13      3331    1 3 5 11 13 63 87 107 411 3 139 3097 6109 
991     13      3348    1 3 7 9 19 31 33 23 499 105 471 2311 439 
992     13      3351    1 3 3 13 13 39 19 253 53 315 1381 3875 5741 
993     13      3358    1 1 1 7 19 9 47 169 265 1005 159 2957 2987 
994     13      3368    1 3 3 3 1 35 107 77 47 89 1901 1719 2873 
995     13      3374    1 1 5 7 7 51 87 91 45 991 1369 3759 3511 
996     13      3376    1 3 7 15 17 51 93 43 71 213 1637 2617 1767 
997     13      3379    1 1 5 15 29 63 81 15 409 779 1419 497 463 
998     13      3385    1 1 7 1 1 31 21 167 445 893 1687 603 3211 
999     13      3386    1 3 7 15 19 3 41 53 175 971 1873 43 4795 
1000    13      3396    1 3 5 15 21 59 77 67 495 547 411 2373 5187 
1001    13      3420    1 1 5 1 27 45 119 201 237 499 261 3331 3973 
1002    13      3423    1 3 5 9 17 31 33 15 237 135 1751 297 6331 
1003    13      3430    1 3 7 9 15 1 11 135 355 617 805 1201 457 
1004    13      3433    1 1 7 5 19 55 21 121 205 999 1719 2815 6753 
1005    13      3434    1 1 5 3 9 5 7 231 323 953 1811 2847 2059 
1006    13      3439    1 3 3 9 17 15 85 3 259 989 287 3995 2677 
1007    13      3442    1 1 3 11 13 61 69 143 167 187 481 2359 1913 
1008    13      3444    1 1 5 13 29 3 29 247 407 733 677 99 1625 
1009    13      3453    1 1 7 13 7 17 67 115 299 765 1885 2769 1619 
1010    13      3464    1 1 3 3 17 7 27 61 433 323 1091 1309 7239 
1011    13      3477    1 1 7 3 19 63 41 157 43 743 675 2149 6729 
1012    13      3478    1 1 5 1 21 35 45 145 235 185 1563 1117 3669 
1013    13      3482    1 3 1 9 9 37 105 61 259 935 793 823 1765 
1014    13      3487    1 3 3 11 25 41 35 11 389 399 339 859 4299 
1015    13      3497    1 3 5 13 7 29 53 91 185 163 1689 983 4545 
1016    13      3500    1 3 7 11 19 35 45 141 445 469 1827 3523 377 
1017    13      3505    1 3 5 13 27 29 35 199 73 163 1591 1021 2867 
1018    13      3506    1 1 1 15 7 61 95 95 147 959 971 649 5047 
1019    13      3511    1 1 1 15 11 23 49 231 359 677 1401 2889 3799 
1020    13      3512    1 3 7 11 11 15 119 103 403 983 399 321 437 
1021    13      3515    1 3 7 1 29 13 83 55 175 835 1637 209 1923 
1022    13      3525    1 1 5 13 25 37 5 239 227 229 243 1837 4821 
1023    13      3532    1 1 7 9 9 59 29 135 227 473 1759 3711 4113 
1024    13      3538    1 3 3 3 15 3 53 225 165 375 537 331 5085 
